curve,f,R1_pred,R2_pred,height,sp1,sp2,arrays,bits_in,bits_1,bits_2,units_1,and2,ext2,checks,cyc1,cyc2,cyc3,cyctot,perf_cycles
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.028016910895125795,0.0002436896998912742,150000,8,22,42688848,10723443180,304331300,2806460,41917194,305725815,90060862,2165042,338042136,4095845472,753947888,5311529814,8379281020
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.028016910895125795,0.00014476256870927829,150000,8,26,42688848,10723443180,304331300,1648712,41917194,314419261,52854641,1283689,325827098,3893326738,461991990,4805490800,7662091135
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.008487388302358156,0.0028140208629838927,150000,11,14,42688848,10723443180,92620747,30910478,37340140,96956208,947980516,24812696,474638114,11076439348,7438056856,19105423900,31030517570
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.008487388302358156,0.0007808437083833846,150000,11,18,42688848,10723443180,92620747,8704028,37340140,159897283,277681622,6923480,442637584,5038230382,2166001524,7767006708,12600954230
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.008487388302358156,0.0002436896998912742,150000,11,22,42688848,10723443180,92620747,2806460,37340140,181821183,90060862,2165042,444533960,3457494430,741452694,4763700402,7593916999
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.008487388302358156,0.00014476256870927829,150000,11,26,42688848,10723443180,92620747,1648712,37340140,190514629,52854641,1283689,450533546,3323223374,463954294,4365478414,6900058363
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.0028140208629838927,0.0028140208629838927,150000,14,14,42688848,10723443180,30910478,30910478,21833366,0,947980516,24812696,594876596,9959688222,7444464346,18113261274,29337662039
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.0028140208629838927,0.0007808437083833846,150000,14,18,42688848,10723443180,30910478,8704028,21833366,62941075,277681622,6923480,553739640,4360107964,2154192608,7181506316,11675132399
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.0028140208629838927,0.0002436896998912742,150000,14,22,42688848,10723443180,30910478,2806460,21833366,84864975,90060862,2165042,548104642,2770017572,726904882,4160899500,6729527805
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.0028140208629838927,0.00014476256870927829,150000,14,26,42688848,10723443180,30910478,1648712,21833366,93558421,52854641,1283689,553910960,2605453988,452616838,3729268978,6001397684
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.0010706913419111712,0.0007808437083833846,150000,17,18,42688848,10723443180,11874121,8704028,10329611,10329611,277681622,6923480,660585906,3334701704,2160249306,6271407040,10156615948
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.0010706913419111712,0.0002436896998912742,150000,17,22,42688848,10723443180,11874121,2806460,10329611,32253511,90060862,2165042,654953518,1831613526,724406502,3330823696,5335012001
bc:1944,802022400 -4556248320 9004690000 5704997400 -7622962175 1184435670 180906625,0.0010706913419111712,0.00014476256870927829,150000,17,26,42688848,10723443180,11874121,1648712,10329611,40946957,52854641,1283689,647596962,1647872158,446080140,2856842408,4584502742
